Player,Games,LP,Region,Platform,Character,Overall,AlexWin,AlexGames,BirdieWin,BirdieGames,CammyWin,CammyGames,ChunWin,ChunGames,ClawWin,ClawGames,DhalsimWin,DhalsimGames,DictatorWin, DictatorGames,FangWin,FangGames,KarinWin,KarinGames,KenWin,KenGames,LauraWin,LauraGames,NashWin,NashGames,NecalliWin,NecalliGames,RMikaWin,RMikaGames,RashidWin,RashidGames,RyuWin,RyuGames,ZangiefWin,ZangiefGames
Riggs760,180,7798,USA,PSN,Dictator,84,66,6,76,13,88,17,63,11,88,9,100,10,100,5,100,6,87,8,87,8,83,12,100,11,57,7,80,10,80,5,86,29,100,6
Oboro-bento,686,7828,JPN,PSN,Nash,78,0,0,81,27,72,54,67,40,52,21,70,17,82,34,60,20,87,66,77,67,83,37,74,54,84,46,83,43,77,49,80,88,95,22
sean2dgod,584,7611,ITA,STEAM,Rashid,80,85,14,70,20,79,24,62,29,76,26,90,11,68,47,85,20,86,58,77,61,89,29,78,51,71,39,84,26,76,17,93,88,72,22
bluebirddx,372,9483,JPN,PSN,Dictator,85,90,10,76,13,83,30,75,24,87,8,80,5,95,21,50,4,86,36,84,38,60,20,91,35,96,25,82,23,88,17,94,53,85,7
fstan9999,278,7536,BRA,PSN,Cammy,84,93,16,80,15,90,10,90,10,80,5,80,10,91,12,80,5,73,19,95,20,68,22,88,36,61,31,100,16,100,3,91,36,100,12
J-BOOWY,596,8546,JPN,PSN,Laura,77,76,25,62,16,68,25,65,32,95,20,63,19,87,32,85,14,89,46,86,51,77,48,82,62,63,47,83,37,65,26,75,84,91,12
sawasama,872,9671,JPN,PSN,Nash,74,88,18,68,29,74,50,67,46,60,50,82,23,62,53,62,24,68,74,91,94,72,43,69,92,76,75,76,42,53,41,86,80,94,37
One-punch-man,668,7594,ALB,PSN,Fang,80,100,13,67,28,74,43,77,31,87,24,68,19,76,72,80,10,81,61,85,57,75,20,85,75,69,33,80,21,88,25,82,112,82,23
GiefKid,431,6856,USA,PSN,Zangief,69,73,26,66,12,59,27,52,21,62,27,77,22,72,37,55,9,82,28,60,28,54,22,82,35,72,25,58,17,50,10,79,63,72,22
CastBlanka,256,7706,MEX,STEAM,Chun Li,78,78,23,83,12,86,15,75,12,88,18,100,6,76,13,75,4,57,19,93,15,85,14,71,21,70,10,77,18,100,9,77,35,58,12
Halibut,682,9977,USA,STEAM,Dictator,80,100,6,75,24,69,23,82,47,74,31,81,38,81,44,85,21,87,85,94,36,74,39,77,45,94,17,65,46,78,19,80,97,64,17
Lineni,512,7594,KOR,STEAM,Ken,74,100,3,69,23,69,46,52,19,52,17,77,18,72,37,75,8,81,37,78,50,79,24,67,58,83,24,68,19,77,18,82,82,89,19
Nyc3-Da-Gawd,622,9292,USA,PSN,R. Mika,78,83,6,88,26,60,53,80,21,78,41,70,24,80,35,84,13,76,42,84,65,74,59,76,63,86,51,81,38,81,11,78,55,89,19
ueMrPink,356,8276,USA,PSN,Ken,79,85,27,86,23,84,26,73,34,70,20,50,6,75,20,50,12,77,22,78,14,77,27,74,27,83,18,92,13,76,13,87,47,100,7
tactics,639,7978,USA,PSN,Claw,65,90,10,70,41,70,40,60,38,57,26,70,20,62,61,40,22,66,56,75,54,67,34,63,63,50,40,52,23,73,19,75,64,46,13
Stavanger1,281,7551,IRL,STEAM,Dictator,76,84,13,90,11,83,18,81,22,43,16,46,13,86,30,66,6,86,29,56,16,63,11,81,16,81,16,71,14,66,9,93,29,66,12
onigirikai,251,7388,JPN,PSN,Claw,75,80,5,100,7,80,21,94,18,66,6,76,13,84,13,37,8,93,16,60,25,72,18,82,17,66,9,70,20,71,14,72,25,75,16
Ev1lSky,357,7985,JPN,PSN,Nash,78,92,13,63,11,83,24,83,12,85,20,75,12,35,34,85,7,75,16,60,20,95,21,88,34,92,13,84,19,80,10,85,69,86,22
Atrosh,670,9065,SWE,STEAM,Birdie,78,89,19,75,33,87,33,75,32,90,21,48,31,78,70,75,8,83,42,80,50,75,32,78,60,90,50,57,26,64,25,85,117,80,21
Throsh,283,7915,GBR,PSN,Dhalsim,75,100,11,78,19,63,22,100,10,84,13,30,10,64,25,100,1,76,21,78,14,80,21,76,17,73,26,44,9,77,9,84,44,90,10
DR_RAY,375,10128,DOM,PSN,Claw,86,100,17,82,17,77,22,90,11,86,29,85,7,87,16,77,9,82,29,86,22,78,32,91,36,85,27,90,22,94,19,85,48,91,12
I-HARA_BUSHINRYU,398,7359,JPN,PSN,Dhalsim,74,91,12,100,11,75,33,60,23,77,31,60,5,82,17,85,7,77,54,76,30,55,20,81,27,88,17,84,13,42,33,73,61,100,4
KingJaeUK,851,7480,OTH,PSN,Birdie,62,87,31,54,42,52,38,38,34,68,32,52,25,56,107,56,16,58,58,47,55,64,67,57,89,71,35,66,45,76,34,80,103,76,38
frieda0914,163,7547,JPN,STEAM,Nash,88,0,0,100,1,100,7,100,4,50,2,80,5,100,4,100,5,100,8,92,13,66,6,77,9,0,1,66,6,100,7,95,20,66,3
KeNt4r0,548,8995,JPN,STEAM,Zangief,80,100,8,84,19,74,39,71,32,58,24,41,12,90,31,88,9,86,45,76,39,86,44,70,54,84,33,84,44,91,24,82,64,85,27
Rampagelex,1477,7468,ESP,PSN,Nash,70,80,30,55,65,70,70,60,79,67,86,56,25,62,132,64,39,68,133,78,102,68,102,76,125,61,76,81,66,79,29,79,253,73,65
MBotsu,542,7906,USA,STEAM,Chun Li,74,100,6,80,20,76,34,61,34,85,21,61,18,82,29,68,16,80,46,65,63,74,39,80,42,68,29,59,37,72,11,79,87,90,10
mkt-iwate,1421,8007,JPN,PSN,Necalli,76,74,35,83,43,78,115,61,76,66,53,75,49,73,109,76,47,84,107,82,140,75,91,77,137,76,68,68,89,74,74,75,162,84,26
CalzoneFiend,112,7543,USA,STEAM,Dhalsim,78,62,8,100,2,100,3,80,5,66,12,100,1,80,5,0,0,77,9,100,4,83,12,94,17,85,14,75,4,0,4,70,10,100,2
padzeikmr,396,7734,JPN,PSN,Necalli,84,75,4,85,20,80,25,82,23,73,23,85,14,91,24,100,4,86,29,89,37,84,19,80,36,80,35,88,18,79,24,86,53,87,8
nayuitu,161,8030,JPN,PSN,Karin,83,66,6,100,3,88,9,100,3,100,4,66,6,100,3,100,1,80,10,100,15,81,16,78,14,87,8,87,31,75,8,86,15,55,9
BigBluAux,432,6776,USA,PSN,Dhalsim,70,60,23,42,21,82,29,65,23,65,26,52,17,64,37,76,13,75,41,69,33,90,22,74,27,43,23,81,33,53,13,89,39,90,11
ROBINRAMIREZ,326,7539,NLD,STEAM,R. Mika,80,0,0,100,17,75,20,86,15,81,11,77,18,79,24,69,13,89,19,77,31,81,16,70,30,88,18,84,19,66,9,82,47,70,10
IceEffect,564,7171,USA,PSN,Laura,66,75,33,66,42,65,41,72,33,63,36,71,21,71,28,82,17,60,64,70,40,50,22,75,52,50,44,61,26,44,9,72,43,61,13
GXSeguero,141,8182,COL,STEAM,Ken,82,100,3,85,7,77,9,100,1,100,15,90,10,77,9,0,5,100,8,93,15,60,10,75,8,77,9,100,4,71,7,88,17,100,4
Snafoo,348,9691,CAN,STEAM,Dhalsim,83,100,6,100,4,57,14,62,8,100,4,90,20,92,14,25,4,88,35,68,22,86,15,92,13,95,21,66,12,87,8,87,41,80,5
mikesaftig,508,7972,MEX,PSN,Nash,67,75,28,70,30,72,18,69,33,41,17,72,22,58,39,70,10,75,29,55,45,72,25,86,45,48,41,58,39,100,6,79,53,55,20
commander,354,7836,USA,PSN,Dhalsim,86,100,5,93,16,85,27,76,21,81,16,82,17,91,23,66,3,85,21,87,24,93,30,77,27,90,21,84,26,87,8,92,52,87,8
RainbowImpact,237,7506,USA,PSN,R. Mika,86,0,0,81,16,88,17,63,19,81,11,88,9,90,20,100,4,90,10,90,21,83,12,89,19,85,14,83,18,100,5,100,25,60,5
ukitako,239,7617,JPN,PSN,Cammy,65,100,1,60,5,66,18,57,26,45,11,70,10,64,17,0,0,75,28,71,14,53,13,44,25,82,17,72,11,66,15,73,23,100,5
Invasian,280,7556,USA,STEAM,Karin,79,100,1,68,16,100,12,66,9,71,14,72,11,78,19,41,12,87,24,75,20,100,17,86,30,68,19,66,15,78,19,92,26,83,6
BNBBN_1231,201,8981,JPN,PSN,Ken,87,100,4,100,8,92,13,86,15,88,9,75,12,85,20,88,9,76,13,78,14,88,17,83,12,81,11,100,8,100,13,90,21,100,2
Ku-mo-ko,1326,7630,FRA,PSN,Dictator,67,80,30,54,88,76,71,64,64,66,62,50,57,70,140,53,30,71,81,68,104,65,91,74,128,68,82,64,53,66,59,77,154,46,32
WL_ChrisKing,217,7574,USA,PSN,Claw,83,100,4,33,3,54,11,70,10,71,7,91,12,73,15,75,4,89,29,78,14,87,16,93,15,86,15,81,22,100,5,96,28,85,7
a_Z_z_Z_z,146,7670,PRK,STEAM,Ryu,80,100,6,100,1,66,6,50,6,60,10,87,8,77,9,100,5,89,19,100,9,88,9,83,6,87,8,90,11,100,5,62,27,100,1
LaDOSE_Richiro,1027,7753,FRA,PSN,Ryu,74,94,18,72,47,70,51,80,56,67,46,44,47,59,93,77,35,79,82,77,61,90,60,68,79,76,67,79,49,75,37,81,133,79,64
Beslem,1054,7240,FRA,STEAM,Ryu,67,89,39,56,32,63,74,77,48,38,62,61,34,62,86,70,24,74,98,77,86,66,60,52,63,67,70,84,57,86,45,60,151,88,25
Shermy,254,7543,USA,PSN,Karin,87,100,5,76,13,100,14,92,25,79,24,87,8,77,18,80,15,92,14,80,15,100,12,81,16,100,13,92,13,81,11,93,29,77,9
Amnesia,370,7372,JPN,PSN,Nash,75,80,5,77,18,57,14,61,18,68,16,70,17,73,23,78,14,80,36,77,35,82,28,73,45,71,21,64,25,88,18,91,36,100,1
aiaitomo,392,7888,JPN,PSN,Chun Li,80,100,12,66,15,83,18,81,27,90,11,76,13,78,19,75,16,90,33,86,30,90,20,80,46,70,37,69,26,85,20,76,39,90,10
xAquaSkyx,112,7539,USA,PSN,Ken,77,88,9,75,8,100,5,100,1,100,5,100,4,69,13,80,5,50,4,66,12,100,4,63,11,75,4,62,8,75,4,88,9,83,6
FenTamu5,218,7568,JPN,PSN,Necalli,90,0,0,77,9,83,12,90,10,80,5,100,1,93,16,100,2,93,16,92,25,88,18,92,27,83,12,100,8,82,17,93,33,100,3
Skiller,161,7547,USA,STEAM,Dhalsim,68,100,2,63,11,66,6,63,11,73,15,57,7,70,10,50,2,53,15,68,16,71,14,81,11,60,10,85,7,60,5,76,17,100,2
Phife_dawg,579,7609,USA,PSN,Nash,79,72,22,85,28,71,21,69,33,62,32,80,30,69,43,83,12,88,35,79,44,88,36,77,61,86,30,72,43,84,25,85,57,95,20
801_Strider,487,8422,USA,PSN,Alex,74,85,20,87,16,72,11,68,16,40,5,77,9,70,17,100,11,69,23,75,16,82,17,75,32,55,9,63,19,85,7,70,41,71,7
Warahk86,410,8037,USA,STEAM,Nash,68,100,4,72,11,70,41,52,25,56,16,73,19,60,25,80,5,68,32,57,21,88,25,68,69,66,18,70,20,68,16,61,44,92,13
XxRnVxX,238,7895,USA,STEAM,Claw,74,50,10,70,10,77,18,71,21,50,20,42,7,61,13,77,9,91,12,83,12,76,13,82,17,83,12,76,13,57,7,84,33,100,11
mossmossmoss,249,7513,GBR,STEAM,Dhalsim,70,0,0,50,10,57,7,100,4,90,10,50,8,75,28,100,2,70,27,73,26,38,18,86,22,38,13,64,17,76,13,92,25,100,3
N1soiti,187,7459,JPN,PSN,Necalli,67,0,0,42,7,20,5,63,11,100,3,33,6,40,5,60,5,80,5,71,7,83,6,64,14,80,10,83,6,71,7,85,14,100,2
lim83man,306,7591,KOR,PSN,Ryu,83,60,5,54,11,96,25,85,14,72,11,72,11,78,23,80,10,91,37,90,30,84,25,80,21,73,19,80,10,82,17,94,34,100,3
Fovean_Warrior,327,8905,ITA,PSN,Karin,100,100,12,100,11,100,22,100,21,100,9,100,12,100,23,100,6,100,26,100,23,100,19,100,39,100,6,100,14,100,9,100,64,100,11
oko-chicchi,701,7841,JPN,PSN,Ken,72,90,20,71,28,75,36,56,30,88,34,55,34,76,30,66,15,86,46,87,70,74,54,64,65,77,66,57,45,60,45,72,73,60,10
yeaaahhhh,306,7884,OTH,STEAM,Chun Li,70,95,20,66,15,61,13,81,27,84,26,70,10,81,11,42,7,85,14,58,29,79,24,69,26,69,23,60,5,55,9,54,37,70,10
Citizen,674,9213,GBR,STEAM,Fang,73,92,14,79,34,58,41,84,44,66,48,54,37,66,77,100,6,79,48,75,41,70,40,70,51,69,49,93,31,85,14,77,83,68,16
Shinji840,1046,8894,USA,STEAM,Dictator,80,93,15,67,28,70,34,76,43,78,19,93,16,81,27,86,22,81,59,76,34,76,39,87,58,80,25,81,64,72,37,83,81,91,12
SRMstevo,391,7494,USA,PSN,Laura,78,66,3,55,18,80,26,66,18,81,22,81,22,91,35,71,7,67,31,76,26,87,24,87,33,73,23,81,27,90,22,72,43,63,11
Dracaufeu,412,7736,FRA,PSN,Ryu,75,100,5,61,18,73,26,85,21,84,13,72,11,77,49,93,15,66,36,78,33,69,23,54,31,83,24,80,21,50,12,83,59,73,15
JDR512,430,7716,USA,PSN,Dictator,79,100,1,87,8,83,12,61,21,83,6,80,5,84,13,80,5,80,20,77,22,86,15,90,21,62,16,82,23,100,8,78,33,66,6
OCV_12M_BlitzMan,201,7534,CAN,STEAM,Karin,91,0,0,100,11,91,12,91,12,83,6,100,5,94,17,100,6,76,17,73,15,92,13,96,28,100,16,100,11,100,7,86,15,100,2
NonFatYogurt,281,8003,USA,STEAM,Dhalsim,83,91,24,100,12,91,12,90,10,85,7,82,17,54,24,100,3,83,24,79,24,90,11,78,23,78,14,82,23,62,8,97,37,100,8
_ULTRA_,281,7811,BRA,STEAM,Ryu,81,0,0,91,12,84,26,92,13,70,10,56,25,77,27,75,8,85,20,100,15,96,26,86,22,70,20,88,9,57,7,82,35,83,6
ryo74sf,568,7714,JPN,STEAM,Ken,72,83,12,81,27,73,34,60,53,78,28,66,18,76,42,73,15,73,60,85,40,76,21,66,53,78,41,81,27,55,27,68,57,84,13
hydeBUFFY,788,9974,OTH,STEAM,Cammy,77,100,9,83,31,70,57,56,41,60,30,61,31,67,53,85,21,78,75,84,38,86,52,80,88,81,64,85,56,74,35,77,83,94,19
magiSF,100,7533,JPN,PSN,Cammy,77,85,7,40,5,100,3,75,4,33,3,66,3,0,3,100,1,100,6,80,15,100,11,81,11,62,8,85,7,50,2,87,8,66,3
Shingolex90,291,8014,BRA,STEAM,Necalli,84,90,11,100,10,80,10,70,10,60,10,92,13,74,39,100,10,90,20,90,20,90,10,83,24,90,21,80,10,62,8,85,56,88,9
Estivador,1001,7919,BRA,PSN,Ken,77,92,28,67,58,84,38,87,40,72,51,50,54,78,65,60,41,82,91,72,69,92,64,72,97,72,62,70,44,85,20,88,120,80,50
Nim0_o,368,8083,GBR,PSN,Cammy,61,100,7,40,15,41,12,50,18,84,13,52,19,51,43,87,8,58,39,50,20,72,25,48,33,53,15,78,19,58,17,80,41,62,8
UgahUgah,419,7274,DEU,STEAM,Dictator,75,72,22,83,12,63,33,69,23,88,18,70,17,87,8,68,16,67,55,66,53,75,16,87,24,90,11,91,23,89,19,80,62,57,7
